0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
2335;-53.75;1.75;24;86;64;131;29;154;278;213;127;158;473;57;39;21;30;10;135;69;212;223;112;42;198;11;3;27;17;18;8;96;96;134;114;109;50;54
2336;-53.25;1.75;16;100;63;126;16;109;195;247;187;210;598;175;21;12;38;27;196;87;180;217;189;79;80;38;4;20;26;67;1;50;171;136;184;179;137;61
2337;-52.75;1.75;37;204;134;169;20;108;447;339;390;257;956;383;44;42;43;41;315;204;283;513;726;133;283;59;6;16;88;111;17;38;249;572;448;302;157;114
2338;-52.25;1.75;55;203;94;133;16;95;371;233;286;451;1845;355;34;40;47;47;217;292;332;605;472;158;793;163;3;20;46;84;14;29;312;1397;397;422;213;343
2339;-51.75;1.75;35;164;171;97;33;75;353;124;584;356;1092;144;22;43;44;31;173;260;215;389;473;131;134;137;1;24;32;68;7;31;217;740;413;363;197;361
2340;-51.25;1.75;31;339;395;211;46;77;234;239;1224;132;842;120;41;29;46;43;123;290;213;295;406;157;155;35;4;38;40;91;6;10;194;836;365;221;192;226
2341;-50.75;1.75;72;93;153;175;91;62;194;270;776;191;205;51;37;12;21;57;76;184;251;238;412;142;259;37;4;17;68;55;54;7;431;472;305;247;186;245
2342;-50.25;1.75;44;36;41;23;32;72;123;91;348;471;50;38;20;13;36;36;40;86;230;45;105;29;32;23;2;13;6;47;7;11;97;158;122;113;56;28
2343;-49.75;1.75;27;36;36;18;28;24;54;23;35;29;22;42;19;14;25;12;36;28;109;17;50;27;15;7;2;10;10;12;6;20;36;10;39;12;3;57
2344;-49.25;1.75;18;37;32;16;11;46;51;29;22;22;17;37;26;15;15;11;14;30;84;28;28;17;14;7;1;20;5;19;4;15;5;24;50;13;3;7
2345;-48.75;1.75;18;38;32;11;26;49;40;23;13;8;13;31;27;18;16;3;7;22;54;29;12;21;11;5;0;24;5;7;2;10;5;34;242;4;8;11
2346;-48.25;1.75;18;34;23;22;22;59;34;21;12;8;13;28;34;14;15;4;15;26;75;18;5;11;8;2;1;22;3;4;21;4;9;32;165;4;4;6
2347;-47.75;1.75;19;50;36;22;18;54;51;55;5;8;15;33;18;8;7;7;26;22;143;17;6;7;4;4;1;29;8;9;9;5;3;8;109;11;5;4
2348;-47.25;1.75;21;57;51;19;21;96;57;44;4;6;9;37;14;11;15;12;30;18;70;16;9;6;9;4;4;29;5;7;14;7;6;4;406;10;9;6
2349;-46.75;1.75;21;43;43;21;22;74;65;18;7;7;8;38;23;16;16;4;32;30;76;8;9;6;7;5;1;43;5;9;30;12;6;4;158;6;4;5
2350;-46.25;1.75;16;45;41;21;39;36;52;21;22;5;19;38;26;9;13;10;32;16;63;17;14;9;12;2;3;24;11;10;29;9;7;6;34;10;7;4
2351;-45.75;1.75;22;40;27;23;43;30;39;25;19;6;11;31;23;10;12;8;28;19;77;15;13;16;9;4;1;39;9;6;15;8;3;4;27;11;4;25
2352;-45.25;1.75;27;44;26;10;30;28;33;19;8;1;11;23;17;8;19;14;20;36;54;12;13;10;6;1;1;35;6;14;10;21;7;4;4;9;2;27
2353;-44.75;1.75;23;42;27;17;17;35;35;13;5;5;14;31;11;10;12;8;19;17;57;6;19;10;5;2;0;33;7;15;3;10;3;3;10;2;0;4
2354;-44.25;1.75;18;36;25;13;12;31;35;21;12;5;14;12;13;11;13;10;24;21;53;6;18;3;3;1;4;27;6;20;4;4;6;4;14;1;1;10
2355;-43.75;1.75;24;37;28;13;36;22;30;8;9;6;10;16;18;3;18;12;18;20;56;15;20;7;4;1;1;25;5;20;5;9;3;4;2;0;3;4
2356;-43.25;1.75;34;28;19;20;27;29;59;9;10;3;6;12;11;15;10;5;19;28;25;13;16;5;4;2;3;19;9;10;3;7;7;1;8;3;2;5
2357;-42.75;1.75;23;33;22;23;17;24;37;16;3;4;8;13;16;8;14;11;13;20;20;15;10;0;4;3;4;32;6;14;4;7;12;5;9;2;2;7
2358;-42.25;1.75;18;28;22;14;63;24;32;13;4;1;5;12;31;10;8;10;53;10;30;5;8;5;2;6;2;42;9;21;3;11;8;3;6;2;1;5
2359;-41.75;1.75;14;21;20;21;19;53;33;7;8;0;2;7;13;8;10;9;71;18;46;7;8;2;3;3;3;44;5;15;1;13;5;6;1;2;1;2
2360;-41.25;1.75;16;29;24;18;14;29;40;12;5;2;7;8;12;8;9;17;38;33;67;5;7;2;3;3;2;34;11;17;3;4;4;5;6;1;0;3
2361;-40.75;1.75;14;22;10;15;24;34;34;12;5;1;5;13;11;6;14;7;28;24;24;7;6;3;5;2;0;38;11;19;8;2;4;5;5;1;1;2
2362;-40.25;1.75;14;20;16;12;13;25;35;11;3;1;6;14;15;3;9;8;24;8;23;13;2;2;2;1;2;22;8;25;4;16;5;4;3;0;5;8
2363;-39.75;1.75;12;20;17;14;27;29;33;8;7;1;8;15;25;8;12;13;21;17;23;7;3;2;1;3;1;20;12;17;6;9;4;1;1;2;1;1
2364;-39.25;1.75;12;22;18;18;17;42;36;11;5;0;12;14;38;3;16;18;25;17;16;3;8;5;2;2;3;34;10;24;5;12;5;4;5;2;1;1
2365;-38.75;1.75;22;13;9;8;22;42;21;10;4;1;9;4;186;5;13;11;16;15;11;5;0;2;6;3;5;17;9;26;10;15;4;4;1;6;7;4
2417;-62.25;1.25;29;1165;1489;351;21;444;769;533;661;1185;4354;1282;20;1857;1900;21;123;469;445;88;973;529;1733;1961;4;1426;1584;93;7;399;641;1315;471;1484;1433;2359
2418;-61.75;1.25;19;1045;1225;138;25;886;1166;668;688;803;6474;2450;16;174;1199;41;109;210;574;77;773;757;1641;1695;6;678;1379;57;7;1824;642;978;465;1361;1126;1426
2419;-61.25;1.25;21;1481;1315;252;20;267;838;1369;622;1812;8227;1161;9;326;927;32;91;216;270;119;899;1473;3794;5856;5;654;903;80;11;1410;489;752;735;1462;1200;997
2420;-60.75;1.25;17;2533;993;324;56;119;501;1520;715;1552;3337;1164;29;218;306;20;98;94;147;124;685;708;1801;2601;1;721;419;37;16;501;440;636;458;1806;870;1191
2421;-60.25;1.25;20;2302;1099;227;37;71;173;2452;741;695;2808;907;8;66;233;8;21;22;67;134;336;397;1314;872;6;514;483;59;8;199;382;634;345;1375;483;1079
2422;-59.75;1.25;8;1841;2597;88;8;69;86;1179;537;907;2751;886;31;230;243;5;21;16;58;186;391;674;1332;648;2;432;401;73;7;84;247;528;284;1237;662;1129
2423;-59.25;1.25;23;1514;3161;59;8;242;65;609;206;353;2119;739;23;363;223;13;14;39;91;137;157;429;552;227;3;510;296;27;5;29;127;187;292;1178;685;1270
2424;-58.75;1.25;27;730;546;35;8;96;118;409;178;310;1479;359;8;109;288;14;24;61;81;97;186;512;469;320;6;250;412;17;4;32;78;265;430;886;783;645
2425;-58.25;1.25;11;540;316;41;7;64;73;323;236;264;819;249;23;66;42;22;20;33;107;97;117;225;527;42;1;154;213;17;6;44;55;250;211;401;294;451
2426;-57.75;1.25;18;436;332;93;19;58;117;220;377;501;807;200;8;26;256;15;34;56;175;92;410;312;718;203;4;103;245;15;3;54;88;297;133;304;106;198
2427;-57.25;1.25;18;885;215;72;61;91;245;287;434;596;477;225;28;59;26;20;85;49;157;141;426;360;547;262;7;108;202;34;6;60;97;255;130;641;208;137
2428;-56.75;1.25;16;390;556;52;30;56;243;255;203;416;410;367;27;20;68;23;121;58;156;262;440;154;301;511;6;189;53;55;3;23;115;247;174;418;297;140
2429;-56.25;1.25;25;301;198;74;7;61;149;258;147;153;138;95;24;34;52;19;74;48;116;118;165;88;100;39;4;244;89;65;4;76;152;137;124;212;178;88
2430;-55.75;1.25;13;82;46;58;10;59;55;111;99;127;106;42;26;22;29;19;30;30;72;105;150;176;76;2;1;67;270;23;7;107;68;56;76;175;40;50
2431;-55.25;1.25;18;54;46;38;15;50;92;164;50;79;84;68;30;22;22;21;55;39;71;117;154;152;77;16;3;31;274;41;9;49;35;160;106;218;44;46
2432;-54.75;1.25;22;57;51;78;15;94;156;185;56;98;78;64;25;17;32;23;128;48;105;228;134;162;40;40;1;11;70;27;5;56;23;354;89;178;56;27
2433;-54.25;1.25;28;61;45;61;22;228;169;308;369;179;168;90;33;18;31;16;128;91;141;350;136;324;87;21;4;18;24;50;8;74;47;221;133;175;39;42
2434;-53.75;1.25;18;97;128;67;16;109;202;475;175;109;298;115;41;27;35;18;100;125;175;323;302;94;145;12;4;26;33;27;3;76;41;515;120;84;140;139
2435;-53.25;1.25;37;132;94;86;15;107;163;423;119;180;456;170;41;25;34;18;69;170;161;173;316;173;92;16;5;18;10;27;11;34;168;233;187;141;116;116
2436;-52.75;1.25;59;472;126;155;31;106;482;389;239;358;1073;569;56;29;59;57;263;250;309;344;483;236;350;31;4;13;26;64;6;75;377;344;420;189;204;288
2437;-52.25;1.25;54;605;198;234;62;264;422;440;253;388;737;684;51;74;41;49;329;263;357;743;738;332;143;24;7;42;25;103;12;115;401;702;610;423;332;453
2438;-51.75;1.25;69;399;387;212;106;411;554;343;454;272;862;338;46;34;48;41;123;279;210;369;363;201;82;52;3;28;69;113;19;38;254;596;643;286;343;416
2439;-51.25;1.25;49;200;431;290;104;229;368;297;472;234;310;124;74;23;74;34;65;326;220;230;438;180;50;18;4;67;17;194;13;87;139;628;328;499;205;325
2440;-50.75;1.25;80;111;298;193;171;87;246;634;222;100;130;53;99;10;37;16;76;155;349;158;369;149;66;18;6;34;12;78;29;110;417;1046;162;303;57;39
2441;-50.25;1.25;50;53;58;43;45;116;373;323;199;59;58;34;30;33;33;23;62;117;458;54;86;46;18;13;3;17;10;30;6;83;80;533;116;158;17;71
2442;-49.75;1.25;38;45;34;17;20;110;152;45;56;80;17;34;43;17;28;23;56;59;252;25;26;36;17;10;2;16;8;31;3;27;11;44;119;16;7;14
2443;-49.25;1.25;24;46;43;20;10;74;69;34;24;31;19;34;55;9;13;11;20;37;147;23;25;27;11;5;0;15;9;16;4;24;10;33;51;13;8;7
2444;-48.75;1.25;21;43;42;12;18;76;58;40;18;10;13;28;31;11;16;8;16;18;104;21;25;17;6;8;2;37;10;5;4;6;11;38;61;3;5;5
2445;-48.25;1.25;18;32;44;15;24;146;96;21;22;8;15;26;22;8;28;10;15;16;104;14;9;15;8;6;4;25;6;7;22;10;6;6;55;5;4;6
2446;-47.75;1.25;26;37;60;22;23;326;96;18;14;9;23;43;23;13;12;10;17;25;116;12;8;13;9;3;1;31;6;3;11;5;17;8;96;13;3;6
2447;-47.25;1.25;26;40;59;12;31;290;71;24;8;2;12;35;26;9;17;8;41;29;91;12;5;5;6;4;6;38;9;6;14;16;4;17;95;5;5;7
2448;-46.75;1.25;18;58;48;23;49;243;69;15;10;6;7;31;25;7;17;9;24;23;74;19;10;10;13;9;5;38;9;8;23;11;5;19;88;6;9;7
2449;-46.25;1.25;22;43;44;20;87;116;73;55;14;6;17;38;20;9;15;16;30;29;70;24;17;9;8;5;5;40;13;11;19;13;8;48;32;2;3;7
2450;-45.75;1.25;26;44;35;17;133;80;107;22;18;4;11;27;17;10;14;9;26;21;78;15;8;11;10;3;2;35;7;11;23;23;11;16;76;9;3;12
2451;-45.25;1.25;21;44;34;12;102;80;98;11;12;4;19;21;18;9;17;12;21;30;47;10;20;8;3;1;1;30;5;10;15;29;2;3;5;5;5;8
2452;-44.75;1.25;25;41;23;24;72;55;60;11;11;2;5;20;15;8;16;6;23;22;44;17;24;8;3;3;4;24;9;12;20;28;11;6;6;2;9;9
2453;-44.25;1.25;15;30;33;15;77;27;45;11;7;2;4;16;16;9;12;6;22;18;49;8;12;6;10;3;4;21;13;10;4;22;9;4;3;4;5;4
2454;-43.75;1.25;25;35;16;16;43;36;52;14;1;1;6;10;12;6;14;7;15;23;26;8;18;5;2;2;3;33;11;7;8;19;7;7;5;2;4;7
2455;-43.25;1.25;23;32;22;19;23;29;47;19;6;5;2;18;28;9;9;12;19;9;30;16;15;6;7;6;4;15;8;5;10;13;3;5;6;0;2;6
2456;-42.75;1.25;33;24;25;14;21;30;29;13;5;2;5;18;43;8;11;10;15;18;33;11;14;6;3;1;4;28;6;11;6;11;3;8;3;3;1;6
2457;-42.25;1.25;14;34;24;20;48;49;37;16;8;1;6;13;20;8;9;9;23;15;29;16;9;2;1;1;5;42;5;21;2;13;3;10;8;0;2;6
2458;-41.75;1.25;22;26;18;17;26;74;34;11;9;0;3;15;10;12;9;3;27;29;17;10;7;1;1;5;2;44;12;11;12;11;3;4;4;1;4;6
2459;-41.25;1.25;12;21;14;17;16;40;41;13;5;1;4;13;16;5;8;7;26;24;24;5;5;5;5;4;2;49;8;17;9;8;5;6;6;3;1;5
2460;-40.75;1.25;10;24;17;12;6;41;33;17;2;0;2;18;10;11;9;8;45;22;27;17;8;3;0;3;2;49;14;18;13;12;0;3;3;0;6;3
2461;-40.25;1.25;16;13;15;7;5;40;28;8;7;2;5;10;12;5;9;15;20;17;17;8;1;2;2;1;3;31;13;19;21;20;6;3;3;1;1;5
2462;-39.75;1.25;17;20;17;13;9;30;40;13;4;0;4;11;24;7;12;19;25;11;25;9;4;4;1;1;2;24;18;14;29;18;4;5;1;3;1;5
2463;-39.25;1.25;16;14;15;14;9;30;35;4;5;0;3;9;77;10;16;13;17;16;19;6;4;4;2;1;5;29;15;13;34;17;6;5;4;2;2;3
2464;-38.75;1.25;12;19;20;10;5;49;31;11;3;0;1;11;56;9;15;8;21;12;19;9;3;0;2;1;1;23;14;15;2;47;2;8;0;1;4;7
2516;-62.25;0.75;36;1654;1516;355;31;534;496;618;714;1597;7009;1519;71;1461;1596;87;158;424;868;287;743;880;3435;5440;7;1376;1871;272;9;279;566;702;807;1646;1795;1330
2517;-61.75;0.75;26;1450;1765;278;18;378;256;739;589;1976;5693;2832;43;703;1504;92;271;366;640;170;1312;855;2443;6411;5;1335;1586;156;8;3068;822;1829;806;1432;1557;2814
2518;-61.25;0.75;20;1288;2510;159;23;282;255;1358;926;1304;4562;2120;18;727;1647;59;411;561;290;189;1365;922;4648;6896;4;913;1676;212;16;1530;565;2027;1126;1749;1942;2900
2519;-60.75;0.75;21;1520;2455;626;59;129;757;1577;919;1558;4629;662;30;342;870;22;570;301;240;219;1246;687;2234;4297;7;583;1497;129;13;460;231;895;807;1886;1918;1943
2520;-60.25;0.75;47;1137;2502;363;113;66;594;1676;722;2321;3606;739;70;224;384;14;86;80;184;463;873;578;1979;2097;3;777;707;103;33;375;315;759;731;2102;830;809
2521;-59.75;0.75;55;1479;1777;267;101;178;400;2538;831;1053;3478;609;45;236;368;18;42;229;217;464;504;714;2001;1261;4;410;683;88;86;105;257;579;831;1462;783;1073
2522;-59.25;0.75;16;1963;1458;145;24;122;190;988;243;993;1647;790;59;356;823;16;61;115;175;116;199;822;742;488;3;583;531;51;13;49;98;365;254;1705;671;993
2523;-58.75;0.75;13;1181;762;55;25;66;135;390;151;372;918;699;28;195;496;14;30;30;235;81;222;706;1054;84;3;866;230;28;5;58;82;278;311;1769;447;549
2524;-58.25;0.75;17;724;513;23;18;92;180;475;202;490;582;738;15;146;298;12;15;52;418;249;339;570;401;69;1;260;371;58;5;67;90;156;221;634;162;349
2525;-57.75;0.75;12;525;350;38;8;42;111;250;260;421;363;564;35;25;103;15;66;37;243;174;278;443;370;91;4;221;258;14;3;80;74;212;109;429;112;199
2526;-57.25;0.75;13;453;190;37;33;56;306;271;266;320;557;398;28;21;52;20;68;77;178;199;402;336;401;112;6;312;115;25;6;126;135;387;136;647;107;172
2527;-56.75;0.75;20;710;132;152;41;98;287;464;287;580;388;856;22;61;67;21;222;87;271;212;474;278;181;173;4;448;101;39;3;146;149;344;341;629;143;337
2528;-56.25;0.75;21;443;94;67;19;180;360;617;99;297;256;248;34;20;40;14;272;83;197;99;222;164;71;97;7;175;175;35;6;65;191;281;170;573;203;172
2529;-55.75;0.75;22;189;115;27;20;171;242;497;78;387;196;43;33;25;25;24;134;155;139;102;169;128;43;14;3;72;176;32;4;49;129;96;103;288;126;124
2530;-55.25;0.75;24;188;85;27;19;109;123;488;37;106;180;109;51;35;40;24;115;238;145;102;129;76;12;9;6;36;45;36;3;23;63;164;48;499;33;160
2531;-54.75;0.75;23;167;39;35;43;111;123;189;61;90;222;82;47;21;36;16;230;124;146;93;218;206;48;14;5;45;77;106;3;16;55;143;63;214;37;73
2532;-54.25;0.75;24;130;62;38;20;164;178;245;252;72;79;124;41;17;33;41;236;145;138;71;193;338;82;50;4;43;47;48;6;89;57;148;57;165;96;48
2533;-53.75;0.75;38;120;85;65;45;212;173;279;71;101;252;225;52;19;51;34;86;159;123;157;362;367;142;47;8;58;19;30;7;66;106;194;115;284;156;21
2534;-53.25;0.75;39;461;78;74;55;171;295;275;179;333;821;256;40;36;43;28;121;143;185;311;584;458;92;45;5;60;39;45;12;58;220;364;331;416;105;89
2535;-52.75;0.75;42;288;189;119;34;351;450;263;177;192;606;352;56;73;65;44;124;139;292;211;748;292;252;189;10;55;68;107;11;56;177;455;372;170;125;233
2536;-52.25;0.75;53;834;329;223;158;698;703;713;348;480;1093;726;66;87;62;109;266;192;466;885;809;922;374;95;3;147;151;168;22;163;404;1365;391;283;237;639
2537;-51.75;0.75;58;576;160;281;144;425;427;766;735;211;931;353;54;52;84;82;226;251;559;784;534;317;190;105;53;93;100;178;32;269;337;1192;625;282;137;805
2538;-51.25;0.75;56;210;823;158;91;232;172;414;990;162;208;62;55;18;64;24;139;251;393;524;177;222;56;27;7;109;19;53;18;124;253;774;336;404;126;306
2539;-50.75;0.75;46;68;469;73;90;287;269;173;580;181;208;45;33;20;31;20;86;178;236;167;227;166;67;15;4;35;13;49;8;112;99;391;197;188;33;81
2540;-50.25;0.75;65;50;62;36;58;115;479;200;435;74;78;53;26;31;24;12;378;129;609;98;306;157;37;7;3;18;17;49;10;44;59;353;117;258;17;67
2541;-49.75;0.75;33;36;55;19;29;96;667;68;201;151;40;36;40;16;28;9;222;126;353;32;96;56;16;12;4;16;7;81;16;12;26;209;134;83;10;13
2542;-49.25;0.75;36;47;43;24;26;55;179;26;38;102;23;18;47;13;20;14;42;83;128;23;57;20;6;7;3;18;12;30;4;7;12;59;226;14;15;8
2543;-48.75;0.75;12;36;47;24;21;136;221;54;21;40;17;31;31;24;23;10;32;51;104;37;45;27;11;8;3;29;5;6;8;10;8;10;99;14;1;10
2544;-48.25;0.75;21;23;46;11;5;56;131;36;14;35;13;25;37;15;26;9;18;43;137;37;84;13;8;8;0;27;7;3;11;10;7;31;319;6;1;10
2545;-47.75;0.75;22;44;37;17;25;73;130;32;4;12;10;22;30;15;20;13;26;22;114;20;18;11;3;4;0;25;11;9;14;6;7;73;154;5;4;6
2546;-47.25;0.75;28;39;64;12;23;78;140;15;32;4;10;33;23;18;16;12;39;25;67;10;2;2;8;5;1;46;6;6;10;18;9;30;59;2;2;11
2547;-46.75;0.75;35;54;51;19;61;214;76;26;24;5;16;36;26;15;24;17;31;30;64;21;15;5;2;5;8;37;7;12;14;11;10;19;37;3;0;11
2548;-46.25;0.75;31;52;47;23;34;156;80;37;9;4;10;33;21;11;20;19;25;25;80;13;13;16;10;6;5;31;10;13;34;44;14;22;9;4;2;6
2549;-45.75;0.75;26;60;40;10;40;136;97;18;16;6;18;26;33;12;17;15;21;28;49;24;19;26;14;3;6;45;6;17;16;57;9;8;13;3;4;9
2550;-45.25;0.75;23;45;27;17;25;152;138;22;16;8;6;31;19;12;19;13;38;27;45;13;21;10;8;1;5;45;5;21;34;47;9;6;7;1;7;5
2551;-44.75;0.75;27;41;33;22;20;236;95;9;10;0;13;20;26;12;16;22;26;30;59;14;21;10;1;0;4;39;11;6;13;75;3;2;3;2;3;8
2552;-44.25;0.75;33;50;27;16;12;276;124;17;11;7;9;19;21;15;18;8;37;31;67;9;15;4;4;0;3;31;12;13;41;33;8;5;16;5;0;3
2553;-43.75;0.75;27;42;23;15;13;99;199;13;12;2;9;18;21;6;14;8;33;17;53;16;11;7;5;3;3;18;5;15;84;29;4;4;4;4;1;6
2554;-43.25;0.75;27;23;24;20;18;50;103;13;5;3;6;6;32;7;7;9;28;16;36;17;11;5;2;3;3;31;14;11;21;11;8;6;6;2;4;3
2555;-42.75;0.75;11;28;16;25;13;53;47;9;3;2;6;15;15;13;10;9;41;9;63;14;5;6;4;3;2;43;15;18;7;7;8;6;7;1;5;4
2556;-42.25;0.75;17;30;15;20;23;92;54;15;7;2;3;14;20;7;7;10;72;22;38;11;3;1;7;5;2;47;15;15;23;14;4;2;12;0;3;7
2557;-41.75;0.75;22;28;16;15;22;44;42;18;19;3;2;9;17;7;11;12;57;25;38;13;4;5;2;5;3;56;13;17;21;14;8;2;4;1;2;3
2558;-41.25;0.75;27;29;14;11;14;52;50;17;3;1;6;10;39;11;16;6;36;50;40;3;3;8;3;2;1;27;17;9;33;20;1;1;4;1;5;1
2559;-40.75;0.75;13;21;20;10;11;48;33;16;1;0;3;14;41;10;11;8;58;30;17;8;2;4;5;4;4;28;9;18;21;7;7;3;1;2;1;3
2560;-40.25;0.75;17;27;18;17;14;59;40;13;4;1;4;16;41;8;10;11;45;21;22;10;1;4;4;6;4;29;10;17;40;15;2;4;2;2;1;1
2561;-39.75;0.75;41;21;20;16;11;34;31;13;4;0;5;11;69;8;14;18;47;20;32;9;2;5;2;5;5;34;11;17;38;11;2;4;27;2;6;2
2562;-39.25;0.75;19;22;15;15;11;36;32;10;7;2;6;15;72;5;13;16;29;22;16;3;2;8;7;3;0;31;6;24;7;34;4;5;1;1;3;2
2563;-38.75;0.75;17;19;23;8;9;33;47;9;4;1;1;10;53;5;10;15;21;23;29;9;9;3;2;2;3;16;12;11;10;31;4;26;1;1;2;6
2615;-62.25;0.25;35;2229;3083;797;45;227;260;874;1226;2256;4398;3394;68;3181;996;39;127;337;881;126;1396;710;2391;2285;6;1032;1733;241;29;796;532;938;646;1604;2106;1086
2616;-61.75;0.25;38;1267;3491;356;21;180;279;1048;1566;1510;6509;3027;52;2199;1846;147;395;289;1779;352;1806;732;3324;3515;5;705;1839;226;8;1839;634;1026;1305;1889;1943;2065
2617;-61.25;0.25;41;1962;4099;510;37;331;642;867;737;1428;4146;1891;66;1590;1526;147;448;403;1023;194;1604;1054;2648;2192;5;1034;1858;286;10;1281;490;1128;725;2310;2869;2251
2618;-60.75;0.25;59;2168;4270;507;84;220;512;1205;655;1587;4064;1119;64;1427;603;50;467;418;346;427;1510;916;2929;1564;5;705;1575;220;50;378;210;1293;870;3190;1730;2137
2619;-60.25;0.25;35;2087;3240;121;137;155;444;1096;470;1341;3160;1423;50;378;374;16;147;394;253;264;720;721;5119;937;6;424;523;115;140;980;191;695;976;2218;1154;1105
2620;-59.75;0.25;52;1388;3660;179;64;81;422;1296;338;1014;2657;835;48;391;290;20;47;357;336;502;480;712;3716;1777;4;331;478;79;125;382;171;843;767;2109;1110;878
2621;-59.25;0.25;48;1340;1518;103;19;101;539;763;389;1437;1896;877;36;416;312;15;55;109;611;318;465;1429;2687;639;5;447;767;34;24;113;140;497;496;1311;1104;702
2622;-58.75;0.25;29;1540;891;49;50;77;176;535;227;658;1009;636;18;1169;229;18;60;28;395;216;354;896;451;153;1;566;583;11;7;102;165;176;182;1403;431;650
2623;-58.25;0.25;20;860;414;39;79;84;205;217;191;599;886;306;37;267;87;20;30;44;323;150;482;1205;1038;77;7;122;429;41;5;204;158;233;366;812;243;289
2624;-57.75;0.25;20;381;236;56;48;85;228;280;259;319;573;560;27;28;69;15;77;71;313;276;383;711;412;96;7;74;101;31;11;124;185;604;226;639;164;182
2625;-57.25;0.25;15;450;510;39;83;174;1024;269;236;737;680;933;41;75;137;20;302;90;226;285;631;390;932;199;2;180;91;13;10;103;188;578;189;1059;213;98
2626;-56.75;0.25;18;579;324;32;175;147;559;609;331;391;477;556;62;467;69;26;366;162;290;217;664;458;500;153;5;701;427;27;7;159;159;472;471;758;303;255
2627;-56.25;0.25;10;604;171;28;44;192;487;844;240;262;1112;177;64;67;39;31;313;99;342;227;330;433;529;142;12;519;511;86;7;138;185;537;413;981;253;440
2628;-55.75;0.25;30;217;101;32;30;165;329;922;232;499;219;66;38;31;32;24;228;167;248;126;124;235;84;29;9;177;222;75;4;147;158;173;81;530;105;933
2629;-55.25;0.25;17;161;128;31;63;130;201;915;91;63;96;100;46;31;42;39;172;140;158;109;97;95;18;11;16;71;47;48;5;34;95;68;108;232;25;205
2630;-54.75;0.25;13;175;127;31;45;99;99;486;76;135;123;109;41;35;58;28;189;107;226;139;228;212;157;12;7;68;56;16;4;50;64;52;67;102;79;83
2631;-54.25;0.25;30;150;80;41;61;213;198;883;131;178;132;104;47;23;51;31;180;149;209;125;162;384;35;11;4;62;48;27;7;122;88;68;103;128;72;31
2632;-53.75;0.25;30;221;163;54;39;268;209;245;111;87;203;169;49;49;61;31;79;124;286;252;291;446;91;15;8;87;37;30;11;98;229;179;107;249;110;51
2633;-53.25;0.25;33;288;161;114;66;284;650;433;509;160;732;250;59;61;54;29;176;182;372;335;653;1092;204;21;5;177;126;32;12;149;271;965;179;300;167;121
2634;-52.75;0.25;33;353;141;141;59;326;458;389;221;186;366;470;57;74;32;38;88;194;297;225;487;608;315;59;7;162;128;31;10;67;127;648;283;304;79;224
2635;-52.25;0.25;61;741;238;259;87;552;377;551;222;246;390;498;59;63;68;75;136;134;425;272;410;516;429;106;7;87;48;122;31;171;307;655;376;223;236;639
2636;-51.75;0.25;89;550;236;476;108;664;591;648;774;346;482;555;85;91;76;66;190;212;731;281;292;1022;433;360;32;97;42;303;28;258;283;983;436;447;243;835
2637;-51.25;0.25;75;201;238;111;113;486;300;440;552;171;138;84;80;27;59;21;75;225;506;152;206;356;45;44;8;64;14;201;10;138;271;560;333;369;68;500
2638;-50.75;0.25;79;216;99;57;102;364;568;126;668;221;519;75;61;27;25;20;104;140;285;215;268;330;96;25;6;52;31;145;11;53;151;688;617;428;149;128
2639;-50.25;0.25;64;267;142;44;59;223;584;329;1276;394;530;77;60;34;25;21;512;415;269;215;365;418;47;12;6;40;48;66;10;47;76;359;479;353;262;159
2640;-49.75;0.25;53;114;67;29;33;161;478;122;592;195;226;48;56;21;37;13;269;132;233;113;191;123;39;18;4;24;9;76;13;9;26;426;222;322;16;38
2641;-49.25;0.25;39;39;63;23;44;86;503;48;194;203;58;28;53;16;37;24;134;105;195;40;159;54;23;13;3;26;12;51;17;19;11;113;351;91;30;11
2642;-48.75;0.25;41;36;42;22;29;86;378;100;34;72;22;43;28;14;27;15;101;79;127;58;91;39;10;6;2;28;13;43;22;26;13;40;177;19;22;10
2643;-48.25;0.25;19;49;46;22;56;64;104;94;28;144;17;38;42;12;34;14;32;70;87;40;72;14;13;4;3;25;7;35;11;45;18;83;302;23;2;10
2644;-47.75;0.25;32;60;59;18;62;80;130;59;14;17;15;30;40;16;34;16;78;60;57;27;48;11;7;7;5;44;11;79;6;11;17;166;502;17;5;9
2645;-47.25;0.25;34;45;60;20;31;94;238;46;90;5;12;37;29;11;35;22;73;35;101;45;18;4;10;5;4;46;14;23;8;5;26;46;131;2;2;7
2646;-46.75;0.25;45;60;49;20;45;80;107;28;52;8;11;27;21;10;29;19;28;33;34;13;24;12;11;7;4;44;13;18;17;13;14;5;58;5;4;6
2647;-46.25;0.25;27;37;41;26;28;110;209;18;12;4;17;31;22;8;26;12;30;25;40;31;23;12;10;5;4;55;13;16;9;10;12;8;19;7;4;7
2648;-45.75;0.25;32;52;35;22;59;129;324;22;27;4;13;29;19;18;25;15;32;30;51;27;20;17;14;5;4;40;8;10;10;17;6;10;6;1;2;5
2649;-45.25;0.25;39;43;30;7;25;69;112;26;3;1;10;26;25;8;22;11;35;38;63;19;19;10;7;3;2;56;12;16;5;28;8;10;6;2;2;3
